system,strategy,sample_size_source_t,sample_size,coverage_t,run,metric,coverage,ratio,constraint_level,setting
7z,solver,2,10,2,1,PCI,0.3970913689535251,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,3,1,ALS,0.2393692090568816,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,1,AP_ALS-PCI,0.2378948990599476,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,1,Default,0.2516385585865651,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,1,MDA_MF-DF-ALS,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,1,MDP_MF-DF-PCI,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,1,MD_MF-DF,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,1,PCI,0.2562822881961773,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,1,2,ALS,0.6075949367088607,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,1,2,AP_ALS-PCI,0.6075949367088607,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,1,2,Default,0.6265060240963854,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.6025641025641025,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,1,2,MDA_MF-DF-ALS,0.6025641025641025,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,1,2,MDP_MF-DF-PCI,0.6025641025641025,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,1,2,MD_MF-DF,0.6025641025641025,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,1,2,PCI,0.6265060240963854,7.8e-09,Very Strong,"(1,2)"
7z,solver,2,10,2,2,ALS,0.377253814147018,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,2,2,AP_ALS-PCI,0.3763888888888888,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,2,2,Default,0.3948845913911416,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.3709907341411261,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,2,2,MDA_MF-DF-ALS,0.3709907341411261,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,2,2,MDP_MF-DF-PCI,0.3709907341411261,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,2,2,MD_MF-DF,0.3709907341411261,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,2,2,PCI,0.3970913689535251,7.8e-09,Very Strong,"(2,2)"
7z,solver,2,10,3,2,ALS,0.2393692090568816,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,2,AP_ALS-PCI,0.2378948990599476,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,2,Default,0.2516385585865651,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,2,MDA_MF-DF-ALS,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,2,MDP_MF-DF-PCI,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,2,MD_MF-DF,0.2334487512423455,7.8e-09,Very Strong,"(3,2)"
7z,solver,2,10,3,2,PCI,0.2562822881961773,7.8e-09,Very Strong,"(3,2)"
BerkeleyDBC,random,1,10,1,1,ALS,0.9696969696969696,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,1,AP_ALS-PCI,0.9696969696969696,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,1,Default,0.9714285714285714,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.96875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,1,MDA_MF-DF-ALS,0.96875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,1,MDP_MF-DF-PCI,0.96875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,1,MD_MF-DF,0.96875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,1,PCI,0.9714285714285714,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,2,1,ALS,0.8487903225806451,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,1,AP_ALS-PCI,0.8466257668711656,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,1,Default,0.8632326820603907,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.8405172413793103,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,1,MDA_MF-DF-ALS,0.8405172413793103,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,1,MDP_MF-DF-PCI,0.8405172413793103,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,1,MD_MF-DF,0.8405172413793103,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,1,PCI,0.8605504587155963,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,3,1,ALS,0.6702033598585323,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,1,AP_ALS-PCI,0.6602076124567474,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,1,Default,0.7039106145251397,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.6507389162561577,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,1,MDA_MF-DF-ALS,0.6507389162561577,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,1,MDP_MF-DF-PCI,0.6507389162561577,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,1,MD_MF-DF,0.6507389162561577,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,1,PCI,0.6945324881141046,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,1,2,ALS,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,2,AP_ALS-PCI,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,2,Default,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,2,MDA_MF-DF-ALS,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,2,MDP_MF-DF-PCI,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,2,MD_MF-DF,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,1,2,PCI,1.0,0.01953125,Strong,"(1,1)"
BerkeleyDBC,random,1,10,2,2,ALS,0.8971774193548387,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,2,AP_ALS-PCI,0.8957055214723926,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,2,Default,0.9094138543516874,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.8900862068965517,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,2,MDA_MF-DF-ALS,0.8900862068965517,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,2,MDP_MF-DF-PCI,0.8900862068965517,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,2,MD_MF-DF,0.8900862068965517,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,2,2,PCI,0.906422018348624,0.01953125,Strong,"(2,1)"
BerkeleyDBC,random,1,10,3,2,ALS,0.7292219274977895,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,2,AP_ALS-PCI,0.7222606689734717,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,2,Default,0.7608578122184178,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.7108374384236453,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,2,MDA_MF-DF-ALS,0.7108374384236453,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,2,MDP_MF-DF-PCI,0.7108374384236453,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,2,MD_MF-DF,0.7108374384236453,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,1,10,3,2,PCI,0.7535657686212361,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,1,1,ALS,0.7878787878787878,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,1,AP_ALS-PCI,0.7878787878787878,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,1,Default,0.7714285714285714,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.78125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,1,MDA_MF-DF-ALS,0.78125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,1,MDP_MF-DF-PCI,0.78125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,1,MD_MF-DF,0.78125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,1,PCI,0.7714285714285714,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,2,1,ALS,0.5705645161290323,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,1,AP_ALS-PCI,0.5644171779141103,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,1,Default,0.5470692717584368,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.5560344827586206,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,1,MDA_MF-DF-ALS,0.5560344827586206,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,1,MDP_MF-DF-PCI,0.5560344827586206,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,1,MD_MF-DF,0.5560344827586206,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,1,PCI,0.5504587155963303,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,3,1,ALS,0.3883731211317418,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,1,AP_ALS-PCI,0.3778546712802768,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,1,Default,0.3616867904126869,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.3692118226600985,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,1,MDA_MF-DF-ALS,0.3692118226600985,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,1,MDP_MF-DF-PCI,0.3692118226600985,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,1,MD_MF-DF,0.3692118226600985,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,1,PCI,0.3692551505546751,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,1,2,ALS,0.8181818181818182,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,2,AP_ALS-PCI,0.8181818181818182,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,2,Default,0.8,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.8125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,2,MDA_MF-DF-ALS,0.8125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,2,MDP_MF-DF-PCI,0.8125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,2,MD_MF-DF,0.8125,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,1,2,PCI,0.8,0.01953125,Strong,"(1,1)"
BerkeleyDBC,distance,1,10,2,2,ALS,0.5987903225806451,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,2,AP_ALS-PCI,0.5930470347648262,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,2,Default,0.5719360568383659,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.584051724137931,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,2,MDA_MF-DF-ALS,0.584051724137931,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,2,MDP_MF-DF-PCI,0.584051724137931,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,2,MD_MF-DF,0.584051724137931,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,2,2,PCI,0.5761467889908257,0.01953125,Strong,"(2,1)"
BerkeleyDBC,distance,1,10,3,2,ALS,0.4007515473032714,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,2,AP_ALS-PCI,0.3907727797001153,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,2,Default,0.3723193368174445,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.3798029556650246,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,2,MDA_MF-DF-ALS,0.3798029556650246,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,2,MDP_MF-DF-PCI,0.3798029556650246,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,2,MD_MF-DF,0.3798029556650246,0.01953125,Strong,"(3,1)"
BerkeleyDBC,distance,1,10,3,2,PCI,0.3809429477020602,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,1,1,ALS,0.7272727272727272,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,1,AP_ALS-PCI,0.7272727272727272,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,1,Default,0.7428571428571428,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,1,MDA_MF-DF-ALS,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,1,MDP_MF-DF-PCI,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,1,MD_MF-DF,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,1,PCI,0.7428571428571428,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,2,1,ALS,0.4959677419354838,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,1,AP_ALS-PCI,0.4887525562372188,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,1,Default,0.5222024866785079,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,1,MDA_MF-DF-ALS,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,1,MDP_MF-DF-PCI,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,1,MD_MF-DF,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,1,PCI,0.5211009174311926,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,3,1,ALS,0.3247126436781609,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,1,AP_ALS-PCI,0.3132641291810842,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,1,Default,0.3537574337718507,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,1,MDA_MF-DF-ALS,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,1,MDP_MF-DF-PCI,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,1,MD_MF-DF,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,1,PCI,0.3534072900158478,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,1,2,ALS,0.7272727272727272,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,2,AP_ALS-PCI,0.7272727272727272,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,2,Default,0.7428571428571428,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,2,MDA_MF-DF-ALS,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,2,MDP_MF-DF-PCI,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,2,MD_MF-DF,0.71875,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,1,2,PCI,0.7428571428571428,0.01953125,Strong,"(1,1)"
BerkeleyDBC,solver,1,10,2,2,ALS,0.4959677419354838,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,2,AP_ALS-PCI,0.4887525562372188,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,2,Default,0.5222024866785079,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,2,MDA_MF-DF-ALS,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,2,MDP_MF-DF-PCI,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,2,MD_MF-DF,0.480603448275862,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,2,2,PCI,0.5211009174311926,0.01953125,Strong,"(2,1)"
BerkeleyDBC,solver,1,10,3,2,ALS,0.3247126436781609,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,2,AP_ALS-PCI,0.3132641291810842,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,2,Default,0.3537574337718507,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,2,MDA_MF-DF-ALS,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,2,MDP_MF-DF-PCI,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,2,MD_MF-DF,0.3068965517241379,0.01953125,Strong,"(3,1)"
BerkeleyDBC,solver,1,10,3,2,PCI,0.3534072900158478,0.01953125,Strong,"(3,1)"
BerkeleyDBC,random,2,10,1,1,ALS,0.9696969696969696,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,1,AP_ALS-PCI,0.9696969696969696,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,1,Default,0.9714285714285714,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,1,MDA_MF-DF-ALS,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,1,MDP_MF-DF-PCI,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,1,MD_MF-DF,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,1,PCI,0.9714285714285714,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,2,1,ALS,0.8790322580645161,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,1,AP_ALS-PCI,0.8773006134969324,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,1,Default,0.8898756660746003,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.8728448275862069,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,1,MDA_MF-DF-ALS,0.8728448275862069,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,1,MDP_MF-DF-PCI,0.8728448275862069,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,1,MD_MF-DF,0.8728448275862069,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,1,PCI,0.8880733944954128,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,3,1,ALS,0.7133068081343942,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,1,AP_ALS-PCI,0.7044982698961938,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,1,Default,0.744458460983961,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.6950738916256157,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,1,MDA_MF-DF-ALS,0.6950738916256157,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,1,MDP_MF-DF-PCI,0.6950738916256157,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,1,MD_MF-DF,0.6950738916256157,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,1,PCI,0.7365293185419968,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,1,2,ALS,0.9696969696969696,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,2,AP_ALS-PCI,0.9696969696969696,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,2,Default,0.9714285714285714,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,2,MDA_MF-DF-ALS,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,2,MDP_MF-DF-PCI,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,2,MD_MF-DF,0.96875,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,1,2,PCI,0.9714285714285714,0.01953125,Strong,"(1,2)"
BerkeleyDBC,random,2,10,2,2,ALS,0.8487903225806451,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,2,AP_ALS-PCI,0.8466257668711656,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,2,Default,0.8632326820603907,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.8405172413793103,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,2,MDA_MF-DF-ALS,0.8405172413793103,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,2,MDP_MF-DF-PCI,0.8405172413793103,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,2,MD_MF-DF,0.8405172413793103,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,2,2,PCI,0.8605504587155963,0.01953125,Strong,"(2,2)"
BerkeleyDBC,random,2,10,3,2,ALS,0.6748452696728559,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,2,AP_ALS-PCI,0.665282583621684,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,2,Default,0.7076950801946296,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.655911330049261,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,2,MDA_MF-DF-ALS,0.655911330049261,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,2,MDP_MF-DF-PCI,0.655911330049261,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,2,MD_MF-DF,0.655911330049261,0.01953125,Strong,"(3,2)"
BerkeleyDBC,random,2,10,3,2,PCI,0.6982963549920761,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,1,1,ALS,0.7878787878787878,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,1,1,AP_ALS-PCI,0.7878787878787878,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,1,1,Default,0.7714285714285714,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.78125,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,1,1,MDA_MF-DF-ALS,0.78125,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,1,1,MDP_MF-DF-PCI,0.78125,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,1,1,MD_MF-DF,0.78125,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,1,1,PCI,0.7714285714285714,0.01953125,Strong,"(1,2)"
BerkeleyDBC,distance,2,10,2,1,ALS,0.5705645161290323,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,2,1,AP_ALS-PCI,0.5644171779141103,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,2,1,Default,0.5470692717584368,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.5560344827586206,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,2,1,MDA_MF-DF-ALS,0.5560344827586206,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,2,1,MDP_MF-DF-PCI,0.5560344827586206,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,2,1,MD_MF-DF,0.5560344827586206,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,2,1,PCI,0.5504587155963303,0.01953125,Strong,"(2,2)"
BerkeleyDBC,distance,2,10,3,1,ALS,0.3883731211317418,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,3,1,AP_ALS-PCI,0.3778546712802768,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,3,1,Default,0.3616867904126869,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.3692118226600985,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,3,1,MDA_MF-DF-ALS,0.3692118226600985,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,3,1,MDP_MF-DF-PCI,0.3692118226600985,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,3,1,MD_MF-DF,0.3692118226600985,0.01953125,Strong,"(3,2)"
BerkeleyDBC,distance,2,10,3,1,PCI,0.3692551505546751,0.01953125,Strong,"(3,2)"
