system,strategy,sample_size_source_t,sample_size,coverage_t,metric,coverage
7z,solver,1,13,2,AP_ALS-PCI,0.43168749999999995
7z,solver,1,13,2,Default,0.4062882096069868
7z,solver,1,13,2,MDAP_MF-DF-ALS-PCI,0.4262936564504632
7z,solver,1,13,2,MDA_MF-DF-ALS,0.4262936564504632
7z,solver,1,13,2,MDP_MF-DF-PCI,0.4262936564504632
7z,solver,1,13,2,MD_MF-DF,0.4262936564504632
7z,solver,1,13,2,PCI,0.4099936768890294
7z,solver,1,13,3,ALS,0.2858231576363747
7z,solver,1,13,3,AP_ALS-PCI,0.28441593465865306
7z,solver,1,13,3,Default,0.25673972176886606
7z,solver,1,13,3,MDAP_MF-DF-ALS-PCI,0.27950466480715586
7z,solver,1,13,3,MDA_MF-DF-ALS,0.27950466480715586
7z,solver,1,13,3,MDP_MF-DF-PCI,0.27950466480715586
7z,solver,1,13,3,MD_MF-DF,0.27950466480715586
7z,solver,1,13,3,PCI,0.26389265818687024
7z,solver,1,39,1,ALS,0.7127848101265822
7z,solver,1,39,1,AP_ALS-PCI,0.7127848101265822
7z,solver,1,39,1,Default,0.6998795180722891
7z,solver,1,39,1,MDAP_MF-DF-ALS-PCI,0.7091025641025641
7z,solver,1,39,1,MDA_MF-DF-ALS,0.7091025641025641
7z,solver,1,39,1,MDP_MF-DF-PCI,0.7091025641025641
7z,solver,1,39,1,MD_MF-DF,0.7091025641025641
7z,solver,1,39,1,PCI,0.6998795180722891
7z,solver,1,39,2,ALS,0.5084639389736476
7z,solver,1,39,2,AP_ALS-PCI,0.50778125
7z,solver,1,39,2,Default,0.48427635683094195
7z,solver,1,39,2,MDAP_MF-DF-ALS-PCI,0.5028866714183892
7z,solver,1,39,2,MDA_MF-DF-ALS,0.5028866714183892
7z,solver,1,39,2,MDP_MF-DF-PCI,0.5028866714183892
7z,solver,1,39,2,MD_MF-DF,0.5028866714183892
7z,solver,1,39,2,PCI,0.4887859626936452
7z,solver,1,39,3,ALS,0.3642102841013683
7z,solver,1,39,3,AP_ALS-PCI,0.3627480351363846
7z,solver,1,39,3,Default,0.33306883241366797
7z,solver,1,39,3,MDAP_MF-DF-ALS-PCI,0.35797249206501874
7z,solver,1,39,3,MDA_MF-DF-ALS,0.35797249206501874
7z,solver,1,39,3,MDP_MF-DF-PCI,0.35797249206501874
7z,solver,1,39,3,MD_MF-DF,0.35797249206501874
7z,solver,1,39,3,PCI,0.3425045523827508
7z,solver,2,10,1,ALS,0.620253164556962
7z,solver,2,10,1,AP_ALS-PCI,0.620253164556962
7z,solver,2,10,1,Default,0.6144578313253011
7z,solver,2,10,1,MDAP_MF-DF-ALS-PCI,0.6153846153846154
7z,solver,2,10,1,MDA_MF-DF-ALS,0.6153846153846154
7z,solver,2,10,1,MDP_MF-DF-PCI,0.6153846153846154
7z,solver,2,10,1,MD_MF-DF,0.6153846153846154
7z,solver,2,10,1,PCI,0.6144578313253011
7z,solver,2,10,2,ALS,0.3883495145631067
7z,solver,2,10,2,AP_ALS-PCI,0.3875
7z,solver,2,10,2,Default,0.3774173424828446
7z,solver,2,10,2,MDAP_MF-DF-ALS-PCI,0.3820384889522451
7z,solver,2,10,2,MDA_MF-DF-ALS,0.3820384889522451
7z,solver,2,10,2,MDP_MF-DF-PCI,0.3820384889522451
7z,solver,2,10,2,MD_MF-DF,0.3820384889522451
7z,solver,2,10,2,PCI,0.3803351248814416
7z,solver,2,10,3,ALS,0.2468399091857397
7z,solver,2,10,3,AP_ALS-PCI,0.2453690861457851
7z,solver,2,10,3,Default,0.2334136421336234
7z,solver,2,10,3,MDAP_MF-DF-ALS-PCI,0.2407585521464525
7z,solver,2,10,3,MDA_MF-DF-ALS,0.2407585521464525
7z,solver,2,10,3,MDP_MF-DF-PCI,0.2407585521464525
7z,solver,2,10,3,MD_MF-DF,0.2407585521464525
7z,solver,2,10,3,PCI,0.2389899780136773
7z,solver,2,143,1,ALS,0.8730379746835443
7z,solver,2,143,1,AP_ALS-PCI,0.8730379746835443
7z,solver,2,143,1,Default,0.8779518072289156
7z,solver,2,143,1,MDAP_MF-DF-ALS-PCI,0.8714102564102564
7z,solver,2,143,1,MDA_MF-DF-ALS,0.8714102564102564
7z,solver,2,143,1,MDP_MF-DF-PCI,0.8714102564102564
7z,solver,2,143,1,MD_MF-DF,0.8714102564102564
7z,solver,2,143,1,PCI,0.8779518072289156
7z,solver,2,143,2,ALS,0.6991019417475728
7z,solver,2,143,2,AP_ALS-PCI,0.6986840277777777
7z,solver,2,143,2,Default,0.696353711790393
7z,solver,2,143,2,MDAP_MF-DF-ALS-PCI,0.694312188168211
7z,solver,2,143,2,MDA_MF-DF-ALS,0.694312188168211
7z,solver,2,143,2,MDP_MF-DF-PCI,0.694312188168211
7z,solver,2,143,2,MD_MF-DF,0.694312188168211
7z,solver,2,143,2,PCI,0.7024249130572241
7z,solver,2,143,3,ALS,0.5403887218506473
7z,solver,2,143,3,AP_ALS-PCI,0.5390326706734474
7z,solver,2,143,3,Default,0.527509390948421
7z,solver,2,143,3,MDAP_MF-DF-ALS-PCI,0.5334651021127889
7z,solver,2,143,3,MDA_MF-DF-ALS,0.5334651021127889
7z,solver,2,143,3,MDP_MF-DF-PCI,0.5334651021127889
7z,solver,2,143,3,MD_MF-DF,0.5334651021127889
7z,solver,2,143,3,PCI,0.5411204931410766
7z,solver,2,600,1,ALS,0.9240506329113924
7z,solver,2,600,1,AP_ALS-PCI,0.9240506329113924
7z,solver,2,600,1,Default,0.927710843373494
7z,solver,2,600,1,MDAP_MF-DF-ALS-PCI,0.9230769230769232
7z,solver,2,600,1,MDA_MF-DF-ALS,0.9230769230769232
7z,solver,2,600,1,MDP_MF-DF-PCI,0.9230769230769232
7z,solver,2,600,1,MD_MF-DF,0.9230769230769232
7z,solver,2,600,1,PCI,0.927710843373494
7z,solver,2,600,2,ALS,0.8188834951456311
7z,solver,2,600,2,AP_ALS-PCI,0.8186319444444444
7z,solver,2,600,2,Default,0.815308796007486
7z,solver,2,600,2,MDAP_MF-DF-ALS-PCI,0.8159871703492516
7z,solver,2,600,2,MDA_MF-DF-ALS,0.8159871703492516
7z,solver,2,600,2,MDP_MF-DF-PCI,0.8159871703492516
7z,solver,2,600,2,MD_MF-DF,0.8159871703492516
7z,solver,2,600,2,PCI,0.8229149541574453
7z,solver,2,600,3,ALS,0.6981584033871264
7z,solver,2,600,3,AP_ALS-PCI,0.6971548774849745
7z,solver,2,600,3,Default,0.6803157949275925
7z,solver,2,600,3,MDAP_MF-DF-ALS-PCI,0.6928583565772177
7z,solver,2,600,3,MDA_MF-DF-ALS,0.6928583565772177
7z,solver,2,600,3,MDP_MF-DF-PCI,0.6928583565772177
7z,solver,2,600,3,MD_MF-DF,0.6928583565772177
7z,solver,2,600,3,PCI,0.6990293645548107
7z,solver,3,10,1,ALS,0.620253164556962
7z,solver,3,10,1,AP_ALS-PCI,0.620253164556962
7z,solver,3,10,1,Default,0.6144578313253011
7z,solver,3,10,1,MDAP_MF-DF-ALS-PCI,0.6153846153846154
7z,solver,3,10,1,MDA_MF-DF-ALS,0.6153846153846154
7z,solver,3,10,1,MDP_MF-DF-PCI,0.6153846153846154
7z,solver,3,10,1,MD_MF-DF,0.6153846153846154
7z,solver,3,10,1,PCI,0.6144578313253011
7z,solver,3,10,2,ALS,0.3883495145631067
7z,solver,3,10,2,AP_ALS-PCI,0.3875
7z,solver,3,10,2,Default,0.3774173424828446
7z,solver,3,10,2,MDAP_MF-DF-ALS-PCI,0.3820384889522451
7z,solver,3,10,2,MDA_MF-DF-ALS,0.3820384889522451
7z,solver,3,10,2,MDP_MF-DF-PCI,0.3820384889522451
7z,solver,3,10,2,MD_MF-DF,0.3820384889522451
7z,solver,3,10,2,PCI,0.3803351248814416
7z,solver,3,10,3,ALS,0.2468399091857397
7z,solver,3,10,3,AP_ALS-PCI,0.2453690861457851
7z,solver,3,10,3,Default,0.2334136421336234
7z,solver,3,10,3,MDAP_MF-DF-ALS-PCI,0.2407585521464525
7z,solver,3,10,3,MDA_MF-DF-ALS,0.2407585521464525
7z,solver,3,10,3,MDP_MF-DF-PCI,0.2407585521464525
7z,solver,3,10,3,MD_MF-DF,0.2407585521464525
7z,solver,3,10,3,PCI,0.2389899780136773
7z,solver,3,859,1,ALS,0.9240506329113924
7z,solver,3,859,1,AP_ALS-PCI,0.9240506329113924
7z,solver,3,859,1,Default,0.927710843373494
7z,solver,3,859,1,MDAP_MF-DF-ALS-PCI,0.9230769230769232
7z,solver,3,859,1,MDA_MF-DF-ALS,0.9230769230769232
7z,solver,3,859,1,MDP_MF-DF-PCI,0.9230769230769232
7z,solver,3,859,1,MD_MF-DF,0.9230769230769232
7z,solver,3,859,1,PCI,0.927710843373494
7z,solver,3,859,2,ALS,0.8312898751733703
7z,solver,3,859,2,AP_ALS-PCI,0.8310555555555555
7z,solver,3,859,2,Default,0.828955084217093
7z,solver,3,859,2,MDAP_MF-DF-ALS-PCI,0.8287384176764077
7z,solver,3,859,2,MDA_MF-DF-ALS,0.8287384176764077
7z,solver,3,859,2,MDP_MF-DF-PCI,0.8287384176764077
7z,solver,3,859,2,MD_MF-DF,0.8287384176764077
7z,solver,3,859,2,PCI,0.8367467594056276
7z,solver,3,859,3,ALS,0.7228980794011167
7z,solver,3,859,3,AP_ALS-PCI,0.7219830482354753
7z,solver,3,859,3,Default,0.7064266469780576
7z,solver,3,859,3,MDAP_MF-DF-ALS-PCI,0.7181372831906639
7z,solver,3,859,3,MDA_MF-DF-ALS,0.7181372831906639
7z,solver,3,859,3,MDP_MF-DF-PCI,0.7181372831906639
7z,solver,3,859,3,MD_MF-DF,0.7181372831906639
7z,solver,3,859,3,PCI,0.7259959264604717
7z,solver,3,4091,1,ALS,0.9240506329113924
7z,solver,3,4091,1,AP_ALS-PCI,0.9240506329113924
7z,solver,3,4091,1,Default,0.927710843373494
7z,solver,3,4091,1,MDAP_MF-DF-ALS-PCI,0.9230769230769232
7z,solver,3,4091,1,MDA_MF-DF-ALS,0.9230769230769232
7z,solver,3,4091,1,MDP_MF-DF-PCI,0.9230769230769232
7z,solver,3,4091,1,MD_MF-DF,0.9230769230769232
7z,solver,3,4091,1,PCI,0.927710843373494
7z,solver,3,4091,2,ALS,0.847746185852982
7z,solver,3,4091,2,AP_ALS-PCI,0.8475347222222221
7z,solver,3,4091,2,Default,0.8461852776044916
7z,solver,3,4091,2,MDAP_MF-DF-ALS-PCI,0.8456521739130433
7z,solver,3,4091,2,MDA_MF-DF-ALS,0.8456521739130433
7z,solver,3,4091,2,MDP_MF-DF-PCI,0.8456521739130433
7z,solver,3,4091,2,MD_MF-DF,0.8456521739130433
7z,solver,3,4091,2,PCI,0.8542111919064179
7z,solver,3,4091,3,ALS,0.769922838559244
7z,solver,3,4091,3,AP_ALS-PCI,0.76922068115272
7z,solver,3,4091,3,Default,0.755921478718168
7z,solver,3,4091,3,MDAP_MF-DF-ALS-PCI,0.7665164630822993
7z,solver,3,4091,3,MDA_MF-DF-ALS,0.7665164630822993
7z,solver,3,4091,3,MDP_MF-DF-PCI,0.7665164630822993
7z,solver,3,4091,3,MD_MF-DF,0.7665164630822993
7z,solver,3,4091,3,PCI,0.7772757192764747
AJStats,distance,1,2,1,ALS,0.6381818181818182
AJStats,distance,1,2,1,AP_ALS-PCI,0.6381818181818182
AJStats,distance,1,2,1,Default,0.6321621621621621
AJStats,distance,1,2,1,MDAP_MF-DF-ALS-PCI,0.65125
AJStats,distance,1,2,1,MDA_MF-DF-ALS,0.65125
AJStats,distance,1,2,1,MDP_MF-DF-PCI,0.65125
AJStats,distance,1,2,1,MD_MF-DF,0.65125
AJStats,distance,1,2,1,PCI,0.6321621621621621
AJStats,distance,1,2,2,ALS,0.35443359375
AJStats,distance,1,2,2,AP_ALS-PCI,0.35947580645161287
AJStats,distance,1,2,2,Default,0.3493538461538461
AJStats,distance,1,2,2,MDAP_MF-DF-ALS-PCI,0.37072916666666667
AJStats,distance,1,2,2,MDA_MF-DF-ALS,0.37072916666666667
AJStats,distance,1,2,2,MDP_MF-DF-PCI,0.37072916666666667
AJStats,distance,1,2,2,MD_MF-DF,0.37072916666666667
AJStats,distance,1,2,2,PCI,0.35436507936507927
AJStats,distance,1,2,3,ALS,0.18598387096774188
AJStats,distance,1,2,3,AP_ALS-PCI,0.19482826086956517
AJStats,distance,1,2,3,Default,0.18250208044382799
AJStats,distance,1,2,3,MDAP_MF-DF-ALS-PCI,0.2000178571428571
AJStats,distance,1,2,3,MDA_MF-DF-ALS,0.2000178571428571
AJStats,distance,1,2,3,MDP_MF-DF-PCI,0.2000178571428571
AJStats,distance,1,2,3,MD_MF-DF,0.2000178571428571
AJStats,distance,1,2,3,PCI,0.1903439547349612
AJStats,distance,2,10,1,ALS,0.86
AJStats,distance,2,10,1,AP_ALS-PCI,0.86
AJStats,distance,2,10,1,Default,0.8478378378378377
AJStats,distance,2,10,1,MDAP_MF-DF-ALS-PCI,0.8665625
AJStats,distance,2,10,1,MDA_MF-DF-ALS,0.8665625
AJStats,distance,2,10,1,MDP_MF-DF-PCI,0.8665625
AJStats,distance,2,10,1,MD_MF-DF,0.8665625
AJStats,distance,2,10,1,PCI,0.8478378378378377
AJStats,distance,2,10,2,ALS,0.59771484375
AJStats,distance,2,10,2,AP_ALS-PCI,0.5978225806451613
AJStats,distance,2,10,2,Default,0.5821076923076923
AJStats,distance,2,10,2,MDAP_MF-DF-ALS-PCI,0.61525
AJStats,distance,2,10,2,MDA_MF-DF-ALS,0.61525
AJStats,distance,2,10,2,MDP_MF-DF-PCI,0.61525
AJStats,distance,2,10,2,MD_MF-DF,0.61525
AJStats,distance,2,10,2,PCI,0.5823968253968254
AJStats,distance,2,10,3,ALS,0.37204233870967734
AJStats,distance,2,10,3,AP_ALS-PCI,0.3833173913043478
AJStats,distance,2,10,3,Default,0.3587864077669902
AJStats,distance,2,10,3,MDAP_MF-DF-ALS-PCI,0.3934620535714285
AJStats,distance,2,10,3,MDA_MF-DF-ALS,0.3934620535714285
AJStats,distance,2,10,3,MDP_MF-DF-PCI,0.3934620535714285
AJStats,distance,2,10,3,MD_MF-DF,0.3934620535714285
AJStats,distance,2,10,3,PCI,0.3678826682549136
AJStats,distance,3,20,1,ALS,0.9009090909090908
AJStats,distance,3,20,1,AP_ALS-PCI,0.9009090909090908
AJStats,distance,3,20,1,Default,0.8845945945945946
AJStats,distance,3,20,1,MDAP_MF-DF-ALS-PCI,0.9015625
AJStats,distance,3,20,1,MDA_MF-DF-ALS,0.9015625
AJStats,distance,3,20,1,MDP_MF-DF-PCI,0.9015625
AJStats,distance,3,20,1,MD_MF-DF,0.9015625
AJStats,distance,3,20,1,PCI,0.8845945945945946
AJStats,distance,3,20,2,ALS,0.67513671875
AJStats,distance,3,20,2,AP_ALS-PCI,0.6706653225806452
AJStats,distance,3,20,2,Default,0.6536923076923077
AJStats,distance,3,20,2,MDAP_MF-DF-ALS-PCI,0.6886249999999999
AJStats,distance,3,20,2,MDA_MF-DF-ALS,0.6886249999999999
AJStats,distance,3,20,2,MDP_MF-DF-PCI,0.6886249999999999
AJStats,distance,3,20,2,MD_MF-DF,0.6886249999999999
AJStats,distance,3,20,2,PCI,0.6495873015873015
AJStats,distance,3,20,3,ALS,0.44708266129032254
AJStats,distance,3,20,3,AP_ALS-PCI,0.45597826086956517
AJStats,distance,3,20,3,Default,0.4291456310679611
AJStats,distance,3,20,3,MDAP_MF-DF-ALS-PCI,0.46791741071428566
AJStats,distance,3,20,3,MDA_MF-DF-ALS,0.46791741071428566
AJStats,distance,3,20,3,MDP_MF-DF-PCI,0.46791741071428566
AJStats,distance,3,20,3,MD_MF-DF,0.46791741071428566
AJStats,distance,3,20,3,PCI,0.43568790946992253
AJStats,random,1,2,1,ALS,0.7015151515151514
AJStats,random,1,2,1,AP_ALS-PCI,0.7015151515151514
AJStats,random,1,2,1,Default,0.6921621621621621
AJStats,random,1,2,1,MDAP_MF-DF-ALS-PCI,0.698125
AJStats,random,1,2,1,MDA_MF-DF-ALS,0.698125
AJStats,random,1,2,1,MDP_MF-DF-PCI,0.698125
AJStats,random,1,2,1,MD_MF-DF,0.698125
AJStats,random,1,2,1,PCI,0.6921621621621621
AJStats,random,1,2,2,ALS,0.412890625
AJStats,random,1,2,2,AP_ALS-PCI,0.41088709677419355
AJStats,random,1,2,2,Default,0.40549230769230765
AJStats,random,1,2,2,MDAP_MF-DF-ALS-PCI,0.4098958333333333
AJStats,random,1,2,2,MDA_MF-DF-ALS,0.4098958333333333
AJStats,random,1,2,2,MDP_MF-DF-PCI,0.4098958333333333
AJStats,random,1,2,2,MD_MF-DF,0.4098958333333333
AJStats,random,1,2,2,PCI,0.4035396825396825
AJStats,random,1,2,3,ALS,0.225633064516129
AJStats,random,1,2,3,AP_ALS-PCI,0.22339130434782603
AJStats,random,1,2,3,Default,0.22065048543689314
AJStats,random,1,2,3,MDAP_MF-DF-ALS-PCI,0.22343749999999996
AJStats,random,1,2,3,MDA_MF-DF-ALS,0.22343749999999996
AJStats,random,1,2,3,MDP_MF-DF-PCI,0.22343749999999996
AJStats,random,1,2,3,MD_MF-DF,0.22343749999999996
AJStats,random,1,2,3,PCI,0.21851399642644428
AJStats,random,2,10,1,ALS,0.909090909090909
AJStats,random,2,10,1,AP_ALS-PCI,0.909090909090909
AJStats,random,2,10,1,Default,0.8918918918918918
AJStats,random,2,10,1,MDAP_MF-DF-ALS-PCI,0.90625
AJStats,random,2,10,1,MDA_MF-DF-ALS,0.90625
AJStats,random,2,10,1,MDP_MF-DF-PCI,0.90625
AJStats,random,2,10,1,MD_MF-DF,0.90625
AJStats,random,2,10,1,PCI,0.8918918918918918
AJStats,random,2,10,2,ALS,0.7875
AJStats,random,2,10,2,AP_ALS-PCI,0.7837701612903225
AJStats,random,2,10,2,Default,0.7586307692307692
AJStats,random,2,10,2,MDAP_MF-DF-ALS-PCI,0.7819166666666666
AJStats,random,2,10,2,MDA_MF-DF-ALS,0.7819166666666666
AJStats,random,2,10,2,MDP_MF-DF-PCI,0.7819166666666666
AJStats,random,2,10,2,MD_MF-DF,0.7819166666666666
AJStats,random,2,10,2,PCI,0.755095238095238
AJStats,random,2,10,3,ALS,0.5973709677419354
AJStats,random,2,10,3,AP_ALS-PCI,0.5915978260869565
AJStats,random,2,10,3,Default,0.5687350901525658
AJStats,random,2,10,3,MDAP_MF-DF-ALS-PCI,0.5917433035714285
AJStats,random,2,10,3,MDA_MF-DF-ALS,0.5917433035714285
AJStats,random,2,10,3,MDP_MF-DF-PCI,0.5917433035714285
AJStats,random,2,10,3,MD_MF-DF,0.5917433035714285
AJStats,random,2,10,3,PCI,0.5632980941036331
AJStats,random,3,20,1,ALS,0.909090909090909
AJStats,random,3,20,1,AP_ALS-PCI,0.909090909090909
AJStats,random,3,20,1,Default,0.8918918918918918
AJStats,random,3,20,1,MDAP_MF-DF-ALS-PCI,0.90625
AJStats,random,3,20,1,MDA_MF-DF-ALS,0.90625
AJStats,random,3,20,1,MDP_MF-DF-PCI,0.90625
AJStats,random,3,20,1,MD_MF-DF,0.90625
AJStats,random,3,20,1,PCI,0.8918918918918918
AJStats,random,3,20,2,ALS,0.8223046875
AJStats,random,3,20,2,AP_ALS-PCI,0.8186290322580645
AJStats,random,3,20,2,Default,0.7904923076923076
AJStats,random,3,20,2,MDAP_MF-DF-ALS-PCI,0.8168333333333332
AJStats,random,3,20,2,MDA_MF-DF-ALS,0.8168333333333332
AJStats,random,3,20,2,MDP_MF-DF-PCI,0.8168333333333332
AJStats,random,3,20,2,MD_MF-DF,0.8168333333333332
AJStats,random,3,20,2,PCI,0.787047619047619
AJStats,random,3,20,3,ALS,0.70875
AJStats,random,3,20,3,AP_ALS-PCI,0.7020282608695652
AJStats,random,3,20,3,Default,0.6684091539528433
AJStats,random,3,20,3,MDAP_MF-DF-ALS-PCI,0.7017075892857143
AJStats,random,3,20,3,MDA_MF-DF-ALS,0.7017075892857143
AJStats,random,3,20,3,MDP_MF-DF-PCI,0.7017075892857143
AJStats,random,3,20,3,MD_MF-DF,0.7017075892857143
AJStats,random,3,20,3,PCI,0.6621471113758188
AJStats,solver,1,2,1,ALS,0.5303030303030303
AJStats,solver,1,2,1,AP_ALS-PCI,0.5303030303030303
AJStats,solver,1,2,1,Default,0.5275675675675675
AJStats,solver,1,2,1,MDAP_MF-DF-ALS-PCI,0.53125
AJStats,solver,1,2,1,MDA_MF-DF-ALS,0.53125
AJStats,solver,1,2,1,MDP_MF-DF-PCI,0.53125
AJStats,solver,1,2,1,MD_MF-DF,0.53125
AJStats,solver,1,2,1,PCI,0.5275675675675675
AJStats,solver,1,2,2,ALS,0.2802734375
AJStats,solver,1,2,2,AP_ALS-PCI,0.28030241935483863
AJStats,solver,1,2,2,Default,0.27727692307692303
AJStats,solver,1,2,2,MDAP_MF-DF-ALS-PCI,0.28125
AJStats,solver,1,2,2,MDA_MF-DF-ALS,0.28125
AJStats,solver,1,2,2,MDP_MF-DF-PCI,0.28125
AJStats,solver,1,2,2,MD_MF-DF,0.28125
AJStats,solver,1,2,2,PCI,0.2773015873015872
AJStats,solver,1,2,3,ALS,0.14768145161290314
AJStats,solver,1,2,3,AP_ALS-PCI,0.14773913043478257
AJStats,solver,1,2,3,Default,0.14519972260748956
AJStats,solver,1,2,3,MDAP_MF-DF-ALS-PCI,0.1484375
AJStats,solver,1,2,3,MDA_MF-DF-ALS,0.1484375
AJStats,solver,1,2,3,MDP_MF-DF-PCI,0.1484375
AJStats,solver,1,2,3,MD_MF-DF,0.1484375
AJStats,solver,1,2,3,PCI,0.145208457415128
AJStats,solver,2,10,1,ALS,0.712121212121212
AJStats,solver,2,10,1,AP_ALS-PCI,0.712121212121212
AJStats,solver,2,10,1,Default,0.7162162162162162
AJStats,solver,2,10,1,MDAP_MF-DF-ALS-PCI,0.71875
AJStats,solver,2,10,1,MDA_MF-DF-ALS,0.71875
AJStats,solver,2,10,1,MDP_MF-DF-PCI,0.71875
AJStats,solver,2,10,1,MD_MF-DF,0.71875
AJStats,solver,2,10,1,PCI,0.7162162162162162
AJStats,solver,2,10,2,ALS,0.4619140625
AJStats,solver,2,10,2,AP_ALS-PCI,0.4646572580645161
AJStats,solver,2,10,2,Default,0.46601538461538455
AJStats,solver,2,10,2,MDAP_MF-DF-ALS-PCI,0.46875
AJStats,solver,2,10,2,MDA_MF-DF-ALS,0.46875
AJStats,solver,2,10,2,MDP_MF-DF-PCI,0.46875
AJStats,solver,2,10,2,MD_MF-DF,0.46875
AJStats,solver,2,10,2,PCI,0.4688571428571428
AJStats,solver,2,10,3,ALS,0.28377016129032256
AJStats,solver,2,10,3,AP_ALS-PCI,0.28698043478260865
AJStats,solver,2,10,3,Default,0.28658113730929263
AJStats,solver,2,10,3,MDAP_MF-DF-ALS-PCI,0.2890625
AJStats,solver,2,10,3,MDA_MF-DF-ALS,0.2890625
AJStats,solver,2,10,3,MDP_MF-DF-PCI,0.2890625
AJStats,solver,2,10,3,MD_MF-DF,0.2890625
AJStats,solver,2,10,3,PCI,0.2898049434187016
AJStats,solver,3,20,1,ALS,0.909090909090909
AJStats,solver,3,20,1,AP_ALS-PCI,0.909090909090909
AJStats,solver,3,20,1,Default,0.8918918918918918
AJStats,solver,3,20,1,MDAP_MF-DF-ALS-PCI,0.90625
AJStats,solver,3,20,1,MDA_MF-DF-ALS,0.90625
AJStats,solver,3,20,1,MDP_MF-DF-PCI,0.90625
AJStats,solver,3,20,1,MD_MF-DF,0.90625
AJStats,solver,3,20,1,PCI,0.8918918918918918
AJStats,solver,3,20,2,ALS,0.6865234375
AJStats,solver,3,20,2,AP_ALS-PCI,0.6838306451612904
AJStats,solver,3,20,2,Default,0.6643230769230769
AJStats,solver,3,20,2,MDAP_MF-DF-ALS-PCI,0.6833333333333332
AJStats,solver,3,20,2,MDA_MF-DF-ALS,0.6833333333333332
AJStats,solver,3,20,2,MDP_MF-DF-PCI,0.6833333333333332
AJStats,solver,3,20,2,MD_MF-DF,0.6833333333333332
AJStats,solver,3,20,2,PCI,0.6618253968253969
AJStats,solver,3,20,3,ALS,0.4615927419354838
AJStats,solver,3,20,3,AP_ALS-PCI,0.45730652173913044
AJStats,solver,3,20,3,Default,0.44251040221914
AJStats,solver,3,20,3,MDAP_MF-DF-ALS-PCI,0.4578125
AJStats,solver,3,20,3,MDA_MF-DF-ALS,0.4578125
AJStats,solver,3,20,3,MDP_MF-DF-PCI,0.4578125
AJStats,solver,3,20,3,MD_MF-DF,0.4578125
AJStats,solver,3,20,3,PCI,0.43874032162001186
BerkeleyDBC,distance,1,5,1,ALS,0.7206060606060606
BerkeleyDBC,distance,1,5,1,AP_ALS-PCI,0.7206060606060606
BerkeleyDBC,distance,1,5,1,Default,0.7062857142857142
BerkeleyDBC,distance,1,5,1,MDAP_MF-DF-ALS-PCI,0.711875
BerkeleyDBC,distance,1,5,1,MDA_MF-DF-ALS,0.711875
BerkeleyDBC,distance,1,5,1,MDP_MF-DF-PCI,0.711875
BerkeleyDBC,distance,1,5,1,MD_MF-DF,0.711875
BerkeleyDBC,distance,1,5,1,PCI,0.7062857142857142
BerkeleyDBC,distance,1,5,2,ALS,0.4689314516129032
BerkeleyDBC,distance,1,5,2,AP_ALS-PCI,0.46274028629856845
BerkeleyDBC,distance,1,5,2,Default,0.4476731793960923
BerkeleyDBC,distance,1,5,2,MDAP_MF-DF-ALS-PCI,0.452176724137931
BerkeleyDBC,distance,1,5,2,MDA_MF-DF-ALS,0.452176724137931
BerkeleyDBC,distance,1,5,2,MDP_MF-DF-PCI,0.452176724137931
BerkeleyDBC,distance,1,5,2,MD_MF-DF,0.452176724137931
BerkeleyDBC,distance,1,5,2,PCI,0.44915596330275226
BerkeleyDBC,distance,1,5,3,ALS,0.28906056587091067
BerkeleyDBC,distance,1,5,3,AP_ALS-PCI,0.28014763552479816
BerkeleyDBC,distance,1,5,3,Default,0.26584790052261664
BerkeleyDBC,distance,1,5,3,MDAP_MF-DF-ALS-PCI,0.27041871921182264
BerkeleyDBC,distance,1,5,3,MDA_MF-DF-ALS,0.27041871921182264
BerkeleyDBC,distance,1,5,3,MDP_MF-DF-PCI,0.27041871921182264
BerkeleyDBC,distance,1,5,3,MD_MF-DF,0.27041871921182264
BerkeleyDBC,distance,1,5,3,PCI,0.2700891442155309
BerkeleyDBC,distance,2,21,1,ALS,0.826969696969697
BerkeleyDBC,distance,2,21,1,AP_ALS-PCI,0.826969696969697
BerkeleyDBC,distance,2,21,1,Default,0.8154285714285714
BerkeleyDBC,distance,2,21,1,MDAP_MF-DF-ALS-PCI,0.8215625
BerkeleyDBC,distance,2,21,1,MDA_MF-DF-ALS,0.8215625
BerkeleyDBC,distance,2,21,1,MDP_MF-DF-PCI,0.8215625
BerkeleyDBC,distance,2,21,1,MD_MF-DF,0.8215625
BerkeleyDBC,distance,2,21,1,PCI,0.8154285714285714
BerkeleyDBC,distance,2,21,2,ALS,0.6434677419354838
BerkeleyDBC,distance,2,21,2,AP_ALS-PCI,0.6383640081799591
BerkeleyDBC,distance,2,21,2,Default,0.6198046181172291
BerkeleyDBC,distance,2,21,2,MDAP_MF-DF-ALS-PCI,0.6311853448275861
BerkeleyDBC,distance,2,21,2,MDA_MF-DF-ALS,0.6311853448275861
BerkeleyDBC,distance,2,21,2,MDP_MF-DF-PCI,0.6311853448275861
BerkeleyDBC,distance,2,21,2,MD_MF-DF,0.6311853448275861
BerkeleyDBC,distance,2,21,2,PCI,0.6247155963302752
BerkeleyDBC,distance,2,21,3,ALS,0.4655901856763925
BerkeleyDBC,distance,2,21,3,AP_ALS-PCI,0.45429065743944635
BerkeleyDBC,distance,2,21,3,Default,0.43349432330149573
