system,strategy,sample_size_source_t,sample_size,coverage_t,run,metric,coverage
SQLite,random,2,10,1,2,PCI,0.97142857142857142
SQLite,random,2,10,2,2,ALS,0.86636539703034221
SQLite,random,2,10,2,2,AP_ALS-PCI,0.8666666666666667
SQLite,random,2,10,2,2,Default,0.89669771380186281
SQLite,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.86299529885829418
SQLite,random,2,10,2,2,MDA_MF-DF-ALS,0.86269256530475558
SQLite,random,2,10,2,2,MDP_MF-DF-PCI,0.86981903093987156
SQLite,random,2,10,2,2,MD_MF-DF,0.86953989516598718
SQLite,random,2,10,2,2,PCI,0.89582436504520013
SQLite,random,2,10,3,2,ALS,0.68009124224067008
SQLite,random,2,10,3,2,AP_ALS-PCI,0.68077010021852158
SQLite,random,2,10,3,2,Default,0.7572787096522231
SQLite,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.66993972777711253
SQLite,random,2,10,3,2,MDA_MF-DF-ALS,0.66929383341914528
SQLite,random,2,10,3,2,MDP_MF-DF-PCI,0.67712599567867393
SQLite,random,2,10,3,2,MD_MF-DF,0.67649979180679676
SQLite,random,2,10,3,2,PCI,0.75166269808687081
SQLite,distance,2,10,1,1,ALS,0.80701754385964908
SQLite,distance,2,10,1,1,AP_ALS-PCI,0.80701754385964908
SQLite,distance,2,10,1,1,Default,0.81428571428571428
SQLite,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.8035714285714286
SQLite,distance,2,10,1,1,MDA_MF-DF-ALS,0.8035714285714286
SQLite,distance,2,10,1,1,MDP_MF-DF-PCI,0.78333333333333333
SQLite,distance,2,10,1,1,MD_MF-DF,0.78333333333333333
SQLite,distance,2,10,1,1,PCI,0.81428571428571428
SQLite,distance,2,10,2,1,ALS,0.58747579083279533
SQLite,distance,2,10,2,1,AP_ALS-PCI,0.5883495145631068
SQLite,distance,2,10,2,1,Default,0.60330228619813719
SQLite,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.58025520483546
SQLite,distance,2,10,2,1,MDA_MF-DF-ALS,0.579370395177495
SQLite,distance,2,10,2,1,MDP_MF-DF-PCI,0.55633391710449509
SQLite,distance,2,10,2,1,MD_MF-DF,0.55562026790914387
SQLite,distance,2,10,2,1,PCI,0.6013775290572535
SQLite,distance,2,10,3,1,ALS,0.3949592401465859
SQLite,distance,2,10,3,1,AP_ALS-PCI,0.39661668299299224
SQLite,distance,2,10,3,1,Default,0.41440315557204505
SQLite,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.38570231110046699
SQLite,distance,2,10,3,1,MDA_MF-DF-ALS,0.38405481405204167
SQLite,distance,2,10,3,1,MDP_MF-DF-PCI,0.36666774162339966
SQLite,distance,2,10,3,1,MD_MF-DF,0.36533102719323535
SQLite,distance,2,10,3,1,PCI,0.40959848920272601
SQLite,distance,2,10,1,2,ALS,0.82456140350877194
SQLite,distance,2,10,1,2,AP_ALS-PCI,0.82456140350877194
SQLite,distance,2,10,1,2,Default,0.82857142857142863
SQLite,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.8214285714285714
SQLite,distance,2,10,1,2,MDA_MF-DF-ALS,0.8214285714285714
SQLite,distance,2,10,1,2,MDP_MF-DF-PCI,0.80000000000000004
SQLite,distance,2,10,1,2,MD_MF-DF,0.80000000000000004
SQLite,distance,2,10,1,2,PCI,0.82857142857142863
SQLite,distance,2,10,2,2,ALS,0.59715945771465462
SQLite,distance,2,10,2,2,AP_ALS-PCI,0.59805825242718447
SQLite,distance,2,10,2,2,Default,0.60965283657917024
SQLite,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.5896574882471457
SQLite,distance,2,10,2,2,MDA_MF-DF-ALS,0.58874748827863366
SQLite,distance,2,10,2,2,MDP_MF-DF-PCI,0.56567425569176888
SQLite,distance,2,10,2,2,MD_MF-DF,0.56493884682585904
SQLite,distance,2,10,2,2,PCI,0.6078346965131296
SQLite,distance,2,10,3,2,ALS,0.39611846533542744
SQLite,distance,2,10,3,2,AP_ALS-PCI,0.39785999547886369
SQLite,distance,2,10,3,2,Default,0.41334869461639101
SQLite,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.38646070330898497
SQLite,distance,2,10,3,2,MDA_MF-DF-ALS,0.38472810804388291
SQLite,distance,2,10,3,2,MDP_MF-DF-PCI,0.36815118191492791
SQLite,distance,2,10,3,2,MD_MF-DF,0.36674033503090869
SQLite,distance,2,10,3,2,PCI,0.40996797766647508
SQLite,solver,2,10,1,1,ALS,0.61403508771929827
SQLite,solver,2,10,1,1,AP_ALS-PCI,0.61403508771929827
SQLite,solver,2,10,1,1,Default,0.62857142857142856
SQLite,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.6071428571428571
SQLite,solver,2,10,1,1,MDA_MF-DF-ALS,0.6071428571428571
SQLite,solver,2,10,1,1,MDP_MF-DF-PCI,0.59999999999999998
SQLite,solver,2,10,1,1,MD_MF-DF,0.59999999999999998
SQLite,solver,2,10,1,1,PCI,0.62857142857142856
SQLite,solver,2,10,2,1,ALS,0.36604260813428019
SQLite,solver,2,10,2,1,AP_ALS-PCI,0.36699029126213595
SQLite,solver,2,10,2,1,Default,0.38738357324301437
SQLite,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.3579583613163197
SQLite,solver,2,10,2,1,MDA_MF-DF-ALS,0.35699933020763563
SQLite,solver,2,10,2,1,MDP_MF-DF-PCI,0.35143023934617629
SQLite,solver,2,10,2,1,MD_MF-DF,0.35061153174140941
SQLite,solver,2,10,2,1,PCI,0.38613861386138615
SQLite,solver,2,10,3,1,ALS,0.21438187121382096
SQLite,solver,2,10,3,1,AP_ALS-PCI,0.21599728731821263
SQLite,solver,2,10,3,1,Default,0.23580871297182246
SQLite,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.20755997285754202
SQLite,solver,2,10,3,1,MDA_MF-DF-ALS,0.20594875044556221
SQLite,solver,2,10,3,1,MDP_MF-DF-PCI,0.20316682253539295
SQLite,solver,2,10,3,1,MD_MF-DF,0.2017872585759585
SQLite,solver,2,10,3,1,PCI,0.23386567041629033
SQLite,solver,2,10,1,2,ALS,0.61403508771929827
SQLite,solver,2,10,1,2,AP_ALS-PCI,0.61403508771929827
SQLite,solver,2,10,1,2,Default,0.62857142857142856
SQLite,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.6071428571428571
SQLite,solver,2,10,1,2,MDA_MF-DF-ALS,0.6071428571428571
SQLite,solver,2,10,1,2,MDP_MF-DF-PCI,0.59999999999999998
SQLite,solver,2,10,1,2,MD_MF-DF,0.59999999999999998
SQLite,solver,2,10,1,2,PCI,0.62857142857142856
SQLite,solver,2,10,2,2,ALS,0.36604260813428019
SQLite,solver,2,10,2,2,AP_ALS-PCI,0.36699029126213595
SQLite,solver,2,10,2,2,Default,0.38738357324301437
SQLite,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.3579583613163197
SQLite,solver,2,10,2,2,MDA_MF-DF-ALS,0.35699933020763563
SQLite,solver,2,10,2,2,MDP_MF-DF-PCI,0.35143023934617629
SQLite,solver,2,10,2,2,MD_MF-DF,0.35061153174140941
SQLite,solver,2,10,2,2,PCI,0.38613861386138615
SQLite,solver,2,10,3,2,ALS,0.21438187121382096
SQLite,solver,2,10,3,2,AP_ALS-PCI,0.21599728731821263
SQLite,solver,2,10,3,2,Default,0.23580871297182246
SQLite,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.20755997285754202
SQLite,solver,2,10,3,2,MDA_MF-DF-ALS,0.20594875044556221
SQLite,solver,2,10,3,2,MDP_MF-DF-PCI,0.20316682253539295
SQLite,solver,2,10,3,2,MD_MF-DF,0.2017872585759585
SQLite,solver,2,10,3,2,PCI,0.23386567041629033
TriMesh,random,1,10,1,1,ALS,0.77685950413223137
TriMesh,random,1,10,1,1,AP_ALS-PCI,0.77685950413223137
TriMesh,random,1,10,1,1,Default,0.79069767441860461
TriMesh,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.77500000000000002
TriMesh,random,1,10,1,1,MDA_MF-DF-ALS,0.77500000000000002
TriMesh,random,1,10,1,1,MDP_MF-DF-PCI,0.77868852459016391
TriMesh,random,1,10,1,1,MD_MF-DF,0.77868852459016391
TriMesh,random,1,10,1,1,PCI,0.79069767441860461
TriMesh,random,1,10,2,1,ALS,0.57472297094938607
TriMesh,random,1,10,2,1,AP_ALS-PCI,0.57465927811891571
TriMesh,random,1,10,2,1,Default,0.59770564463564069
TriMesh,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.57105824946630068
TriMesh,random,1,10,2,1,MDA_MF-DF-ALS,0.57105824946630068
TriMesh,random,1,10,2,1,MDP_MF-DF-PCI,0.57371983519717484
TriMesh,random,1,10,2,1,MD_MF-DF,0.57371983519717484
TriMesh,random,1,10,2,1,PCI,0.59771173066806949
TriMesh,random,1,10,3,1,ALS,0.38656922707672953
TriMesh,random,1,10,3,1,AP_ALS-PCI,0.38628436984814718
TriMesh,random,1,10,3,1,Default,0.41586050479068443
TriMesh,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.37598123725594867
TriMesh,random,1,10,3,1,MDA_MF-DF-ALS,0.37598123725594867
TriMesh,random,1,10,3,1,MDP_MF-DF-PCI,0.37617836426670698
TriMesh,random,1,10,3,1,MD_MF-DF,0.37617836426670698
TriMesh,random,1,10,3,1,PCI,0.4160862208389679
TriMesh,random,1,10,1,2,ALS,0.79338842975206614
TriMesh,random,1,10,1,2,AP_ALS-PCI,0.79338842975206614
TriMesh,random,1,10,1,2,Default,0.80620155038759689
TriMesh,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.79166666666666663
TriMesh,random,1,10,1,2,MDA_MF-DF-ALS,0.79166666666666663
TriMesh,random,1,10,1,2,MDP_MF-DF-PCI,0.79508196721311475
TriMesh,random,1,10,1,2,MD_MF-DF,0.79508196721311475
TriMesh,random,1,10,1,2,PCI,0.80620155038759689
TriMesh,random,1,10,2,2,ALS,0.59433962264150941
TriMesh,random,1,10,2,2,AP_ALS-PCI,0.59427886775497973
TriMesh,random,1,10,2,2,Default,0.61752053187328904
TriMesh,random,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.59072888075632812
TriMesh,random,1,10,2,2,MDA_MF-DF-ALS,0.59072888075632812
TriMesh,random,1,10,2,2,MDP_MF-DF-PCI,0.59402589758681579
TriMesh,random,1,10,2,2,MD_MF-DF,0.59402589758681579
TriMesh,random,1,10,2,2,PCI,0.61743819042609149
TriMesh,random,1,10,3,2,ALS,0.40717014689414399
TriMesh,random,1,10,3,2,AP_ALS-PCI,0.40686557323003381
TriMesh,random,1,10,3,2,Default,0.43732293459130195
TriMesh,random,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.39669248846722954
TriMesh,random,1,10,3,2,MDA_MF-DF-ALS,0.39669248846722954
TriMesh,random,1,10,3,2,MDP_MF-DF-PCI,0.39733411088432541
TriMesh,random,1,10,3,2,MD_MF-DF,0.39733411088432541
TriMesh,random,1,10,3,2,PCI,0.43757274042181038
TriMesh,distance,1,10,1,1,ALS,0.57024793388429751
TriMesh,distance,1,10,1,1,AP_ALS-PCI,0.57024793388429751
TriMesh,distance,1,10,1,1,Default,0.55813953488372092
TriMesh,distance,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.56666666666666665
TriMesh,distance,1,10,1,1,MDA_MF-DF-ALS,0.56666666666666665
TriMesh,distance,1,10,1,1,MDP_MF-DF-PCI,0.56557377049180324
TriMesh,distance,1,10,1,1,MD_MF-DF,0.56557377049180324
TriMesh,distance,1,10,1,1,PCI,0.55813953488372092
TriMesh,distance,1,10,2,1,ALS,0.34321653189577717
TriMesh,distance,1,10,2,1,AP_ALS-PCI,0.34311816684139584
TriMesh,distance,1,10,2,1,Default,0.32472950071698603
TriMesh,distance,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.33912778286062822
TriMesh,distance,1,10,2,1,MDA_MF-DF-ALS,0.33912778286062822
TriMesh,distance,1,10,2,1,MDP_MF-DF-PCI,0.33711006474396704
TriMesh,distance,1,10,2,1,MD_MF-DF,0.33711006474396704
TriMesh,distance,1,10,2,1,PCI,0.32706470278800631
TriMesh,distance,1,10,3,1,ALS,0.20005440068577834
TriMesh,distance,1,10,3,1,AP_ALS-PCI,0.19969637965743706
TriMesh,distance,1,10,3,1,Default,0.17850436609546319
TriMesh,distance,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.19210728102889407
TriMesh,distance,1,10,3,1,MDA_MF-DF-ALS,0.19210728102889407
TriMesh,distance,1,10,3,1,MDP_MF-DF-PCI,0.19025351548147901
TriMesh,distance,1,10,3,1,MD_MF-DF,0.19025351548147901
TriMesh,distance,1,10,3,1,PCI,0.18201633038666576
TriMesh,distance,1,10,1,2,ALS,0.57024793388429751
TriMesh,distance,1,10,1,2,AP_ALS-PCI,0.57024793388429751
TriMesh,distance,1,10,1,2,Default,0.55813953488372092
TriMesh,distance,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.56666666666666665
TriMesh,distance,1,10,1,2,MDA_MF-DF-ALS,0.56666666666666665
TriMesh,distance,1,10,1,2,MDP_MF-DF-PCI,0.56557377049180324
TriMesh,distance,1,10,1,2,MD_MF-DF,0.56557377049180324
TriMesh,distance,1,10,1,2,PCI,0.55813953488372092
TriMesh,distance,1,10,2,2,ALS,0.34321653189577717
TriMesh,distance,1,10,2,2,AP_ALS-PCI,0.34311816684139584
TriMesh,distance,1,10,2,2,Default,0.32472950071698603
TriMesh,distance,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.33912778286062822
TriMesh,distance,1,10,2,2,MDA_MF-DF-ALS,0.33912778286062822
TriMesh,distance,1,10,2,2,MDP_MF-DF-PCI,0.33711006474396704
TriMesh,distance,1,10,2,2,MD_MF-DF,0.33711006474396704
TriMesh,distance,1,10,2,2,PCI,0.32706470278800631
TriMesh,distance,1,10,3,2,ALS,0.19585955573244446
TriMesh,distance,1,10,3,2,AP_ALS-PCI,0.19558642321048506
TriMesh,distance,1,10,3,2,Default,0.17507492862249704
TriMesh,distance,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.18976829220854999
TriMesh,distance,1,10,3,2,MDA_MF-DF-ALS,0.18976829220854999
TriMesh,distance,1,10,3,2,MDP_MF-DF-PCI,0.1879964965792649
TriMesh,distance,1,10,3,2,MD_MF-DF,0.1879964965792649
TriMesh,distance,1,10,3,2,PCI,0.17972641075569734
TriMesh,solver,1,10,1,1,ALS,0.56198347107438018
TriMesh,solver,1,10,1,1,AP_ALS-PCI,0.56198347107438018
TriMesh,solver,1,10,1,1,Default,0.55813953488372092
TriMesh,solver,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.55833333333333335
TriMesh,solver,1,10,1,1,MDA_MF-DF-ALS,0.55833333333333335
TriMesh,solver,1,10,1,1,MDP_MF-DF-PCI,0.55737704918032782
TriMesh,solver,1,10,1,1,MD_MF-DF,0.55737704918032782
TriMesh,solver,1,10,1,1,PCI,0.55813953488372092
TriMesh,solver,1,10,2,1,ALS,0.33602875112309072
TriMesh,solver,1,10,2,1,AP_ALS-PCI,0.33592930957016626
TriMesh,solver,1,10,2,1,Default,0.32681527832094903
TriMesh,solver,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.33196096370844769
TriMesh,solver,1,10,2,1,MDA_MF-DF-ALS,0.33196096370844769
TriMesh,solver,1,10,2,1,MDP_MF-DF-PCI,0.33004708652148323
TriMesh,solver,1,10,2,1,MD_MF-DF,0.33004708652148323
TriMesh,solver,1,10,2,1,PCI,0.32903734876380852
TriMesh,solver,1,10,3,1,ALS,0.20953378300377656
TriMesh,solver,1,10,3,1,AP_ALS-PCI,0.20919310640826702
TriMesh,solver,1,10,3,1,Default,0.19451833461409626
TriMesh,solver,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.20253495589107012
TriMesh,solver,1,10,3,1,MDA_MF-DF-ALS,0.20253495589107012
TriMesh,solver,1,10,3,1,MDP_MF-DF-PCI,0.20080368257044753
TriMesh,solver,1,10,3,1,MD_MF-DF,0.20080368257044753
TriMesh,solver,1,10,3,1,PCI,0.19800449595971187
TriMesh,solver,1,10,1,2,ALS,0.56198347107438018
TriMesh,solver,1,10,1,2,AP_ALS-PCI,0.56198347107438018
TriMesh,solver,1,10,1,2,Default,0.55813953488372092
TriMesh,solver,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.55833333333333335
TriMesh,solver,1,10,1,2,MDA_MF-DF-ALS,0.55833333333333335
TriMesh,solver,1,10,1,2,MDP_MF-DF-PCI,0.55737704918032782
TriMesh,solver,1,10,1,2,MD_MF-DF,0.55737704918032782
TriMesh,solver,1,10,1,2,PCI,0.55813953488372092
TriMesh,solver,1,10,2,2,ALS,0.33602875112309072
TriMesh,solver,1,10,2,2,AP_ALS-PCI,0.33592930957016626
TriMesh,solver,1,10,2,2,Default,0.32681527832094903
TriMesh,solver,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.33196096370844769
TriMesh,solver,1,10,2,2,MDA_MF-DF-ALS,0.33196096370844769
TriMesh,solver,1,10,2,2,MDP_MF-DF-PCI,0.33004708652148323
TriMesh,solver,1,10,2,2,MD_MF-DF,0.33004708652148323
TriMesh,solver,1,10,2,2,PCI,0.32903734876380852
TriMesh,solver,1,10,3,2,ALS,0.19008925746965308
TriMesh,solver,1,10,3,2,AP_ALS-PCI,0.18981880931837791
TriMesh,solver,1,10,3,2,Default,0.18031554148918449
TriMesh,solver,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.18407355441901965
TriMesh,solver,1,10,3,2,MDA_MF-DF-ALS,0.18407355441901965
TriMesh,solver,1,10,3,2,MDP_MF-DF-PCI,0.18223074620848884
TriMesh,solver,1,10,3,2,MD_MF-DF,0.18223074620848884
TriMesh,solver,1,10,3,2,PCI,0.18459126605793141
TriMesh,random,2,10,1,1,ALS,0.80991735537190079
TriMesh,random,2,10,1,1,AP_ALS-PCI,0.80991735537190079
TriMesh,random,2,10,1,1,Default,0.82170542635658916
TriMesh,random,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.80833333333333335
TriMesh,random,2,10,1,1,MDA_MF-DF-ALS,0.80833333333333335
TriMesh,random,2,10,1,1,MDP_MF-DF-PCI,0.81147540983606559
TriMesh,random,2,10,1,1,MD_MF-DF,0.81147540983606559
TriMesh,random,2,10,1,1,PCI,0.82170542635658916
TriMesh,random,2,10,2,1,ALS,0.60781671159029649
TriMesh,random,2,10,2,1,AP_ALS-PCI,0.60775797513853524
TriMesh,random,2,10,2,1,Default,0.63068700299830527
TriMesh,random,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.60414760597743211
TriMesh,random,2,10,2,1,MDA_MF-DF-ALS,0.60414760597743211
TriMesh,random,2,10,2,1,MDP_MF-DF-PCI,0.60682754561506769
TriMesh,random,2,10,2,1,MD_MF-DF,0.60682754561506769
TriMesh,random,2,10,2,1,PCI,0.63045765386638608
TriMesh,random,2,10,3,1,ALS,0.4182297675951871
TriMesh,random,2,10,3,1,AP_ALS-PCI,0.41799343353516688
TriMesh,random,2,10,3,1,Default,0.44880364553238428
TriMesh,random,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.40760746458503949
TriMesh,random,2,10,3,1,MDA_MF-DF-ALS,0.40760746458503949
TriMesh,random,2,10,3,1,MDP_MF-DF-PCI,0.40803560989460674
TriMesh,random,2,10,3,1,MD_MF-DF,0.40803560989460674
TriMesh,random,2,10,3,1,PCI,0.44891210452434943
TriMesh,random,2,10,1,2,ALS,0.79338842975206614
TriMesh,random,2,10,1,2,AP_ALS-PCI,0.79338842975206614
TriMesh,random,2,10,1,2,Default,0.80620155038759689
TriMesh,random,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.79166666666666663
TriMesh,random,2,10,1,2,MDA_MF-DF-ALS,0.79166666666666663
TriMesh,random,2,10,1,2,MDP_MF-DF-PCI,0.79508196721311475
TriMesh,random,2,10,1,2,MD_MF-DF,0.79508196721311475
TriMesh,random,2,10,1,2,PCI,0.80620155038759689
TriMesh,random,2,10,2,2,ALS,0.59329140461215935
TriMesh,random,2,10,2,2,AP_ALS-PCI,0.59323049273625883
TriMesh,random,2,10,2,2,Default,0.61699908747229826
TriMesh,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.58966148215919489
TriMesh,random,2,10,2,2,MDA_MF-DF-ALS,0.58966148215919489
TriMesh,random,2,10,2,2,MDP_MF-DF-PCI,0.59343731606827543
TriMesh,random,2,10,2,2,MD_MF-DF,0.59343731606827543
TriMesh,random,2,10,2,2,PCI,0.61691215149921097
TriMesh,random,2,10,3,2,ALS,0.40457883775192222
TriMesh,random,2,10,3,2,AP_ALS-PCI,0.4043181818181818
TriMesh,random,2,10,3,2,Default,0.43699735197802941
TriMesh,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.39456091119181247
TriMesh,random,2,10,3,2,MDA_MF-DF-ALS,0.39456091119181247
TriMesh,random,2,10,3,2,MDP_MF-DF-PCI,0.3957179858850367
TriMesh,random,2,10,3,2,MD_MF-DF,0.3957179858850367
TriMesh,random,2,10,3,2,PCI,0.43760807190225548
TriMesh,distance,2,10,1,1,ALS,0.57024793388429751
TriMesh,distance,2,10,1,1,AP_ALS-PCI,0.57024793388429751
TriMesh,distance,2,10,1,1,Default,0.55813953488372092
TriMesh,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.56666666666666665
TriMesh,distance,2,10,1,1,MDA_MF-DF-ALS,0.56666666666666665
TriMesh,distance,2,10,1,1,MDP_MF-DF-PCI,0.56557377049180324
TriMesh,distance,2,10,1,1,MD_MF-DF,0.56557377049180324
TriMesh,distance,2,10,1,1,PCI,0.55813953488372092
TriMesh,distance,2,10,2,1,ALS,0.34321653189577717
TriMesh,distance,2,10,2,1,AP_ALS-PCI,0.34311816684139584
TriMesh,distance,2,10,2,1,Default,0.32472950071698603
TriMesh,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.33912778286062822
TriMesh,distance,2,10,2,1,MDA_MF-DF-ALS,0.33912778286062822
TriMesh,distance,2,10,2,1,MDP_MF-DF-PCI,0.33711006474396704
TriMesh,distance,2,10,2,1,MD_MF-DF,0.33711006474396704
TriMesh,distance,2,10,2,1,PCI,0.32706470278800631
TriMesh,distance,2,10,3,1,ALS,0.19692414145324844
TriMesh,distance,2,10,3,1,AP_ALS-PCI,0.19656329620132093
TriMesh,distance,2,10,3,1,Default,0.17598690671031098
TriMesh,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.18880345527216363
TriMesh,distance,2,10,3,1,MDA_MF-DF-ALS,0.18880345527216363
TriMesh,distance,2,10,3,1,MDP_MF-DF-PCI,0.18692578326913778
TriMesh,distance,2,10,3,1,MD_MF-DF,0.18692578326913778
TriMesh,distance,2,10,3,1,PCI,0.17950133283071704
TriMesh,distance,2,10,1,2,ALS,0.57024793388429751
TriMesh,distance,2,10,1,2,AP_ALS-PCI,0.57024793388429751
TriMesh,distance,2,10,1,2,Default,0.55813953488372092
TriMesh,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.56666666666666665
TriMesh,distance,2,10,1,2,MDA_MF-DF-ALS,0.56666666666666665
TriMesh,distance,2,10,1,2,MDP_MF-DF-PCI,0.56557377049180324
TriMesh,distance,2,10,1,2,MD_MF-DF,0.56557377049180324
TriMesh,distance,2,10,1,2,PCI,0.55813953488372092
TriMesh,distance,2,10,2,2,ALS,0.34321653189577717
TriMesh,distance,2,10,2,2,AP_ALS-PCI,0.34311816684139584
TriMesh,distance,2,10,2,2,Default,0.32472950071698603
TriMesh,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.33912778286062822
TriMesh,distance,2,10,2,2,MDA_MF-DF-ALS,0.33912778286062822
TriMesh,distance,2,10,2,2,MDP_MF-DF-PCI,0.33711006474396704
TriMesh,distance,2,10,2,2,MD_MF-DF,0.33711006474396704
TriMesh,distance,2,10,2,2,PCI,0.32706470278800631
TriMesh,distance,2,10,3,2,ALS,0.19482466837560042
TriMesh,distance,2,10,3,2,AP_ALS-PCI,0.19455063945307149
TriMesh,distance,2,10,3,2,Default,0.1759091735829911
TriMesh,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.18868622134582202
TriMesh,distance,2,10,3,2,MDA_MF-DF-ALS,0.18868622134582202
TriMesh,distance,2,10,3,2,MDP_MF-DF-PCI,0.1867068450193542
TriMesh,distance,2,10,3,2,MD_MF-DF,0.1867068450193542
TriMesh,distance,2,10,3,2,PCI,0.18027590429261259
TriMesh,solver,2,10,1,1,ALS,0.56198347107438018
TriMesh,solver,2,10,1,1,AP_ALS-PCI,0.56198347107438018
TriMesh,solver,2,10,1,1,Default,0.55813953488372092
TriMesh,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.55833333333333335
TriMesh,solver,2,10,1,1,MDA_MF-DF-ALS,0.55833333333333335
TriMesh,solver,2,10,1,1,MDP_MF-DF-PCI,0.55737704918032782
TriMesh,solver,2,10,1,1,MD_MF-DF,0.55737704918032782
TriMesh,solver,2,10,1,1,PCI,0.55813953488372092
TriMesh,solver,2,10,2,1,ALS,0.33602875112309072
TriMesh,solver,2,10,2,1,AP_ALS-PCI,0.33592930957016626
TriMesh,solver,2,10,2,1,Default,0.32681527832094903
TriMesh,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.33196096370844769
TriMesh,solver,2,10,2,1,MDA_MF-DF-ALS,0.33196096370844769
TriMesh,solver,2,10,2,1,MDP_MF-DF-PCI,0.33004708652148323
TriMesh,solver,2,10,2,1,MD_MF-DF,0.33004708652148323
TriMesh,solver,2,10,2,1,PCI,0.32903734876380852
TriMesh,solver,2,10,3,1,ALS,0.20567095285196174
TriMesh,solver,2,10,3,1,AP_ALS-PCI,0.2053266447748387
TriMesh,solver,2,10,3,1,Default,0.19144759303516559
TriMesh,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.19845419215419738
TriMesh,solver,2,10,3,1,MDA_MF-DF-ALS,0.19845419215419738
TriMesh,solver,2,10,3,1,MDP_MF-DF-PCI,0.19689365788484822
TriMesh,solver,2,10,3,1,MD_MF-DF,0.19689365788484822
TriMesh,solver,2,10,3,1,PCI,0.19484708613383001
TriMesh,solver,2,10,1,2,ALS,0.56198347107438018
TriMesh,solver,2,10,1,2,AP_ALS-PCI,0.56198347107438018
TriMesh,solver,2,10,1,2,Default,0.55813953488372092
TriMesh,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.55833333333333335
TriMesh,solver,2,10,1,2,MDA_MF-DF-ALS,0.55833333333333335
TriMesh,solver,2,10,1,2,MDP_MF-DF-PCI,0.55737704918032782
TriMesh,solver,2,10,1,2,MD_MF-DF,0.55737704918032782
TriMesh,solver,2,10,1,2,PCI,0.55813953488372092
TriMesh,solver,2,10,2,2,ALS,0.33602875112309072
TriMesh,solver,2,10,2,2,AP_ALS-PCI,0.33592930957016626
TriMesh,solver,2,10,2,2,Default,0.32681527832094903
TriMesh,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.33196096370844769
TriMesh,solver,2,10,2,2,MDA_MF-DF-ALS,0.33196096370844769
TriMesh,solver,2,10,2,2,MDP_MF-DF-PCI,0.33004708652148323
TriMesh,solver,2,10,2,2,MD_MF-DF,0.33004708652148323
TriMesh,solver,2,10,2,2,PCI,0.32903734876380852
TriMesh,solver,2,10,3,2,ALS,0.21204203585411086
TriMesh,solver,2,10,3,2,AP_ALS-PCI,0.21170394449165478
TriMesh,solver,2,10,3,2,Default,0.19674962243088845
TriMesh,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.20518964510704296
